id,values,location,sample date,measure
51087,15000,Kannika,25-Jul-99,Copper
51088,9000,Kannika,25-Jul-99,Chromium
51491,10000,Kannika,25-Jul-99,Copper
51492,9000,Kannika,25-Jul-99,Chromium
52251,9000,Kannika,25-Jul-99,Copper
52252,9000,Kannika,25-Jul-99,Chromium
53832,67670,Sakda,26-Jul-99,Copper
53833,22620,Sakda,26-Jul-99,Chromium
52666,16000,Sakda,28-Jul-99,Copper
52667,10000,Sakda,28-Jul-99,Chromium
53073,16000,Sakda,28-Jul-99,Copper
53074,10000,Sakda,28-Jul-99,Chromium
53869,13000,Sakda,28-Jul-99,Copper
53870,5000,Sakda,28-Jul-99,Chromium
45947,45900,Kohsoom,15-Aug-99,Copper
45948,26900,Kohsoom,15-Aug-99,Chromium
46365,46700,Chai,15-Aug-99,Copper
46366,13800,Chai,15-Aug-99,Chromium
48314,50000,Somchair,15-Aug-99,Copper
48315,24900,Somchair,15-Aug-99,Chromium
49089,45300,Busarakhan,15-Aug-99,Copper
49090,44400,Busarakhan,15-Aug-99,Chromium
51100,42100,Kannika,15-Aug-99,Copper
51101,18000,Kannika,15-Aug-99,Chromium
52679,45400,Sakda,15-Aug-99,Copper
52680,25300,Sakda,15-Aug-99,Chromium
41218,6000,Boonsri,19-Aug-99,Copper
41219,8000,Boonsri,19-Aug-99,Chromium
41966,8000,Boonsri,19-Aug-99,Copper
41967,8000,Boonsri,19-Aug-99,Chromium
45972,17000,Kohsoom,28-Aug-99,Copper
45973,18000,Kohsoom,28-Aug-99,Chromium
46391,12000,Chai,28-Aug-99,Copper
46392,7000,Chai,28-Aug-99,Chromium
47159,18000,Chai,28-Aug-99,Copper
47160,8000,Chai,28-Aug-99,Chromium
47567,11000,Chai,28-Aug-99,Copper
47568,7000,Chai,28-Aug-99,Chromium
48339,57000,Somchair,29-Aug-99,Copper
48340,14000,Somchair,29-Aug-99,Chromium
49114,18000,Busarakhan,30-Aug-99,Copper
49115,9000,Busarakhan,30-Aug-99,Chromium
51126,16000,Kannika,30-Aug-99,Copper
51127,8000,Kannika,30-Aug-99,Chromium
51522,10000,Kannika,30-Aug-99,Copper
51523,8000,Kannika,30-Aug-99,Chromium
52283,14000,Kannika,30-Aug-99,Copper
52284,8000,Kannika,30-Aug-99,Chromium
52705,13000,Sakda,31-Aug-99,Copper
52706,8000,Sakda,31-Aug-99,Chromium
53104,13000,Sakda,31-Aug-99,Copper
53105,7000,Sakda,31-Aug-99,Chromium
53901,11000,Sakda,31-Aug-99,Copper
53902,7000,Sakda,31-Aug-99,Chromium
41249,5000,Boonsri,16-Sep-99,Copper
41250,5000,Boonsri,16-Sep-99,Chromium
41996,5000,Boonsri,16-Sep-99,Copper
41997,6000,Boonsri,16-Sep-99,Chromium
46423,15000,Chai,16-Sep-99,Copper
46424,6000,Chai,16-Sep-99,Chromium
47190,13000,Chai,16-Sep-99,Copper
47191,7000,Chai,16-Sep-99,Chromium
47599,17000,Chai,16-Sep-99,Copper
47600,7000,Chai,16-Sep-99,Chromium
46002,23000,Kohsoom,18-Sep-99,Copper
46003,15000,Kohsoom,18-Sep-99,Chromium
48369,20000,Somchair,18-Sep-99,Copper
48370,12000,Somchair,18-Sep-99,Chromium
49144,20000,Busarakhan,18-Sep-99,Copper
49145,18000,Busarakhan,18-Sep-99,Chromium
51158,13000,Kannika,19-Sep-99,Copper
51159,11000,Kannika,19-Sep-99,Chromium
51553,17000,Kannika,19-Sep-99,Copper
51554,10000,Kannika,19-Sep-99,Chromium
52315,13000,Kannika,19-Sep-99,Copper
52316,10000,Kannika,19-Sep-99,Chromium
52737,15000,Sakda,21-Sep-99,Copper
52738,9000,Sakda,21-Sep-99,Chromium
53135,19000,Sakda,21-Sep-99,Copper
53136,11000,Sakda,21-Sep-99,Chromium
53933,17000,Sakda,21-Sep-99,Copper
53934,9000,Sakda,21-Sep-99,Chromium
41284,15000,Boonsri,10-Oct-99,Copper
41285,10000,Boonsri,10-Oct-99,Chromium
42030,16000,Boonsri,10-Oct-99,Copper
42031,12000,Boonsri,10-Oct-99,Chromium
46033,8000,Kohsoom,20-Oct-99,Copper
46034,20000,Kohsoom,20-Oct-99,Chromium
46455,17000,Chai,21-Oct-99,Copper
46456,11000,Chai,21-Oct-99,Chromium
47221,17000,Chai,21-Oct-99,Copper
47222,17000,Chai,21-Oct-99,Chromium
47631,21000,Chai,21-Oct-99,Copper
47632,12000,Chai,21-Oct-99,Chromium
48400,19000,Somchair,21-Oct-99,Copper
48401,31000,Somchair,21-Oct-99,Chromium
49175,17000,Busarakhan,22-Oct-99,Copper
49176,16000,Busarakhan,22-Oct-99,Chromium
51190,20000,Kannika,22-Oct-99,Copper
51191,10000,Kannika,22-Oct-99,Chromium
51584,19000,Kannika,22-Oct-99,Copper
51585,19000,Kannika,22-Oct-99,Chromium
52347,25000,Kannika,22-Oct-99,Copper
52348,14000,Kannika,22-Oct-99,Chromium
52769,19000,Sakda,23-Oct-99,Copper
52770,18000,Sakda,23-Oct-99,Chromium
53166,17000,Sakda,23-Oct-99,Copper
53167,11000,Sakda,23-Oct-99,Chromium
53965,10000,Sakda,23-Oct-99,Copper
53966,13000,Sakda,23-Oct-99,Chromium
41318,24000,Boonsri,5-Nov-99,Copper
41319,14000,Boonsri,5-Nov-99,Chromium
42063,22000,Boonsri,5-Nov-99,Copper
42064,8000,Boonsri,5-Nov-99,Chromium
46066,34000,Kohsoom,7-Nov-99,Copper
46067,20000,Kohsoom,7-Nov-99,Chromium
46487,35000,Chai,18-Nov-99,Copper
46488,10000,Chai,18-Nov-99,Chromium
47255,30000,Chai,18-Nov-99,Copper
47256,9000,Chai,18-Nov-99,Chromium
47664,37000,Chai,18-Nov-99,Copper
47665,7000,Chai,18-Nov-99,Chromium
48433,71000,Somchair,20-Nov-99,Copper
48434,20000,Somchair,20-Nov-99,Chromium
49208,43000,Busarakhan,20-Nov-99,Copper
49209,14000,Busarakhan,20-Nov-99,Chromium
51225,28000,Kannika,26-Nov-99,Copper
51226,11000,Kannika,26-Nov-99,Chromium
51618,27000,Kannika,26-Nov-99,Copper
51619,8000,Kannika,26-Nov-99,Chromium
52382,35000,Kannika,26-Nov-99,Copper
52383,8000,Kannika,26-Nov-99,Chromium
52804,30000,Sakda,26-Nov-99,Copper
52805,5000,Sakda,26-Nov-99,Chromium
53200,39000,Sakda,26-Nov-99,Copper
53201,6000,Sakda,26-Nov-99,Chromium
54000,42000,Sakda,26-Nov-99,Copper
54001,8000,Sakda,26-Nov-99,Chromium
41350,25000,Boonsri,9-Dec-99,Copper
41351,4000,Boonsri,9-Dec-99,Chromium
42094,23000,Boonsri,9-Dec-99,Copper
42095,4000,Boonsri,9-Dec-99,Chromium
46522,26000,Chai,9-Dec-99,Copper
46523,8000,Chai,9-Dec-99,Chromium
