id,value,location,sample date,measure
592101,83.580002,Boonsri,26-Aug-05,Total hardness
593758,94.970001,Boonsri,26-Aug-05,Total hardness
602734,381.920013,Kohsoom,28-Aug-05,Total hardness
590468,83.599998,Boonsri,9-Sep-05,Total hardness
592166,83.599998,Boonsri,9-Sep-05,Total hardness
593815,81.389999,Boonsri,9-Sep-05,Total hardness
613904,11.2,Kannika,9-Sep-05,Total hardness
614896,11.2,Kannika,9-Sep-05,Total hardness
615851,10.6,Kannika,9-Sep-05,Total hardness
616789,10,Sakda,9-Sep-05,Total hardness
617777,15.1,Sakda,9-Sep-05,Total hardness
618736,16.799999,Sakda,9-Sep-05,Total hardness
603979,9.53,Chai,22-Sep-05,Total hardness
605441,10,Chai,22-Sep-05,Total hardness
606864,9.53,Chai,22-Sep-05,Total hardness
590521,92.68,Boonsri,23-Sep-05,Total hardness
592222,92.68,Boonsri,23-Sep-05,Total hardness
593868,97.160004,Boonsri,23-Sep-05,Total hardness
607947,12.3,Somchair,24-Sep-05,Total hardness
608896,11.7,Busarakhan,24-Sep-05,Total hardness
602768,406.559998,Kohsoom,25-Sep-05,Total hardness
590576,113.120003,Boonsri,2-Oct-05,Total hardness
592280,103.879997,Boonsri,2-Oct-05,Total hardness
593923,108.639999,Boonsri,2-Oct-05,Total hardness
604072,112.099999,Chai,10-Oct-05,Total hardness
605549,118.099999,Chai,10-Oct-05,Total hardness
606956,118.099999,Chai,10-Oct-05,Total hardness
613954,135.800003,Kannika,14-Oct-05,Total hardness
614953,141,Kannika,14-Oct-05,Total hardness
615900,141,Kannika,14-Oct-05,Total hardness
616838,171.199997,Sakda,14-Oct-05,Total hardness
617834,177,Sakda,14-Oct-05,Total hardness
618785,171,Sakda,14-Oct-05,Total hardness
590618,103.599999,Boonsri,21-Oct-05,Total hardness
592334,110.040001,Boonsri,21-Oct-05,Total hardness
593964,103.599999,Boonsri,21-Oct-05,Total hardness
602817,369.600006,Kohsoom,23-Oct-05,Total hardness
607997,141,Somchair,23-Oct-05,Total hardness
608946,177,Busarakhan,23-Oct-05,Total hardness
590663,98.839996,Boonsri,6-Nov-05,Total hardness
592385,96.599998,Boonsri,6-Nov-05,Total hardness
594008,98.839996,Boonsri,6-Nov-05,Total hardness
614000,112.099999,Kannika,11-Nov-05,Total hardness
615005,141,Kannika,11-Nov-05,Total hardness
615947,118,Kannika,11-Nov-05,Total hardness
616884,112.099999,Sakda,11-Nov-05,Total hardness
617888,129,Sakda,11-Nov-05,Total hardness
618830,129,Sakda,11-Nov-05,Total hardness
604154,112.099999,Chai,19-Nov-05,Total hardness
605648,118.099999,Chai,19-Nov-05,Total hardness
607036,112.099999,Chai,19-Nov-05,Total hardness
608048,147,Somchair,24-Nov-05,Total hardness
608994,141,Busarakhan,24-Nov-05,Total hardness
590710,94.639999,Boonsri,25-Nov-05,Total hardness
592443,94.360001,Boonsri,25-Nov-05,Total hardness
594054,105.839996,Boonsri,25-Nov-05,Total hardness
602854,400.399994,Kohsoom,27-Nov-05,Total hardness
590754,110.879997,Boonsri,2-Dec-05,Total hardness
592494,108.360001,Boonsri,2-Dec-05,Total hardness
594101,106.400002,Boonsri,2-Dec-05,Total hardness
604236,133,Chai,5-Dec-05,Total hardness
605745,133,Chai,5-Dec-05,Total hardness
607114,127.199997,Chai,5-Dec-05,Total hardness
614045,115.599999,Kannika,9-Dec-05,Total hardness
615056,133,Kannika,9-Dec-05,Total hardness
615991,121.400002,Kannika,9-Dec-05,Total hardness
616928,121.400002,Sakda,9-Dec-05,Total hardness
617938,115.599999,Sakda,9-Dec-05,Total hardness
618873,127.199997,Sakda,9-Dec-05,Total hardness
608094,237,Somchair,22-Dec-05,Total hardness
609041,179,Busarakhan,22-Dec-05,Total hardness
707009,134,Kannika,13-Jan-06,Total hardness
707953,151,Kannika,13-Jan-06,Total hardness
708982,134,Kannika,13-Jan-06,Total hardness
709943,124,Sakda,13-Jan-06,Total hardness
710888,124,Sakda,13-Jan-06,Total hardness
711893,113.2,Sakda,13-Jan-06,Total hardness
696816,145,Chai,19-Jan-06,Total hardness
698183,145,Chai,19-Jan-06,Total hardness
699689,140,Chai,19-Jan-06,Total hardness
683208,100.8,Boonsri,27-Jan-06,Total hardness
684807,98.84,Boonsri,27-Jan-06,Total hardness
686488,100.8,Boonsri,27-Jan-06,Total hardness
702013,204,Busarakhan,28-Jan-06,Total hardness
701055,134.8,Somchair,29-Jan-06,Total hardness
683257,96.32,Boonsri,10-Feb-06,Total hardness
684862,94.08,Boonsri,10-Feb-06,Total hardness
686539,94.08,Boonsri,10-Feb-06,Total hardness
707051,161,Kannika,10-Feb-06,Total hardness
708001,129.4,Kannika,10-Feb-06,Total hardness
709023,161,Kannika,10-Feb-06,Total hardness
709984,145.6,Sakda,10-Feb-06,Total hardness
710938,167.2,Sakda,10-Feb-06,Total hardness
711936,129.4,Sakda,10-Feb-06,Total hardness
683305,98,Boonsri,24-Feb-06,Total hardness
684910,95.2,Boonsri,24-Feb-06,Total hardness
686587,89.6,Boonsri,24-Feb-06,Total hardness
696892,134.8,Chai,24-Feb-06,Total hardness
698276,134.8,Chai,24-Feb-06,Total hardness
699765,129.4,Chai,24-Feb-06,Total hardness
701096,178,Somchair,25-Feb-06,Total hardness
702057,183,Busarakhan,25-Feb-06,Total hardness
695903,412.72,Kohsoom,26-Feb-06,Total hardness
683354,98.7,Boonsri,9-Mar-06,Total hardness
684959,94.08,Boonsri,9-Mar-06,Total hardness
686637,96.32,Boonsri,9-Mar-06,Total hardness
710024,129,Sakda,9-Mar-06,Total hardness
710982,107,Sakda,9-Mar-06,Total hardness
711982,134,Sakda,9-Mar-06,Total hardness
696973,106.8,Chai,17-Mar-06,Total hardness
698352,149.5,Chai,17-Mar-06,Total hardness
699842,145.6,Chai,17-Mar-06,Total hardness
701139,117,Somchair,23-Mar-06,Total hardness
702103,149,Busarakhan,23-Mar-06,Total hardness
683453,91.84,Boonsri,6-Apr-06,Total hardness
685055,87.5,Boonsri,6-Apr-06,Total hardness
686735,78.4,Boonsri,6-Apr-06,Total hardness
707136,170.9,Kannika,15-Apr-06,Total hardness
708090,176,Kannika,15-Apr-06,Total hardness
709113,165.6,Kannika,15-Apr-06,Total hardness
710072,144,Sakda,15-Apr-06,Total hardness
711015,149.5,Sakda,15-Apr-06,Total hardness
712015,149.5,Sakda,15-Apr-06,Total hardness
697045,117.5,Chai,23-Apr-06,Total hardness
698433,122,Chai,23-Apr-06,Total hardness
699917,117.5,Chai,23-Apr-06,Total hardness
701181,135,Somchair,27-Apr-06,Total hardness
702146,135,Busarakhan,27-Apr-06,Total hardness
683552,94.08,Boonsri,3-May-06,Total hardness
685171,96.32,Boonsri,3-May-06,Total hardness
686824,94.08,Boonsri,3-May-06,Total hardness
707183,138,Kannika,11-May-06,Total hardness
708142,267,Kannika,11-May-06,Total hardness
709161,138,Kannika,11-May-06,Total hardness
710118,136,Sakda,11-May-06,Total hardness
711066,144,Sakda,11-May-06,Total hardness
712062,127,Sakda,11-May-06,Total hardness
683607,85.4,Boonsri,25-May-06,Total hardness
685233,87.3,Boonsri,25-May-06,Total hardness
686876,85.4,Boonsri,25-May-06,Total hardness
697128,133,Chai,25-May-06,Total hardness
698527,133,Chai,25-May-06,Total hardness
699997,133,Chai,25-May-06,Total hardness
696045,147.2,Kohsoom,27-May-06,Total hardness
701230,150,Somchair,31-May-06,Total hardness
702191,144,Busarakhan,31-May-06,Total hardness
683658,83.16,Boonsri,8-Jun-06,Total hardness
685293,83.16,Boonsri,8-Jun-06,Total hardness
686927,85.4,Boonsri,8-Jun-06,Total hardness
697212,127.2,Chai,18-Jun-06,Total hardness
698617,133,Chai,18-Jun-06,Total hardness
700081,127.2,Chai,18-Jun-06,Total hardness
683709,101.8,Boonsri,22-Jun-06,Total hardness
685352,96.6,Boonsri,22-Jun-06,Total hardness
686979,94.3,Boonsri,22-Jun-06,Total hardness
701279,129,Somchair,25-Jun-06,Total hardness
702227,129,Busarakhan,25-Jun-06,Total hardness
696098,117,Kohsoom,26-Jun-06,Total hardness
707220,122,Kannika,26-Jun-06,Total hardness
708199,128,Kannika,26-Jun-06,Total hardness
709209,122,Kannika,26-Jun-06,Total hardness
697262,112,Chai,9-Jul-06,Total hardness
698675,112,Chai,9-Jul-06,Total hardness
700132,112,Chai,9-Jul-06,Total hardness
707272,116,Kannika,11-Jul-06,Total hardness
708259,122,Kannika,11-Jul-06,Total hardness
709262,140,Kannika,11-Jul-06,Total hardness
683758,88.4,Boonsri,13-Jul-06,Total hardness
685411,86.2,Boonsri,13-Jul-06,Total hardness
687032,90.7,Boonsri,13-Jul-06,Total hardness
710206,122.7,Sakda,13-Jul-06,Total hardness
711168,134.3,Sakda,13-Jul-06,Total hardness
712161,128,Sakda,13-Jul-06,Total hardness
701333,134,Somchair,16-Jul-06,Total hardness
702281,116.3,Busarakhan,16-Jul-06,Total hardness
683816,88.4,Boonsri,27-Jul-06,Total hardness
685477,86.2,Boonsri,27-Jul-06,Total hardness
687090,88.4,Boonsri,27-Jul-06,Total hardness
683874,94,Boonsri,10-Aug-06,Total hardness
685543,87.3,Boonsri,10-Aug-06,Total hardness
687148,84.2,Boonsri,10-Aug-06,Total hardness
707325,111,Kannika,10-Aug-06,Total hardness
708319,111,Kannika,10-Aug-06,Total hardness
709315,111,Kannika,10-Aug-06,Total hardness
710260,111,Sakda,10-Aug-06,Total hardness
711229,111,Sakda,10-Aug-06,Total hardness
712215,105,Sakda,10-Aug-06,Total hardness
701387,140,Somchair,13-Aug-06,Total hardness
702335,134,Busarakhan,13-Aug-06,Total hardness
697360,122,Chai,18-Aug-06,Total hardness
698788,128,Chai,18-Aug-06,Total hardness
700230,122,Chai,18-Aug-06,Total hardness
683926,87.3,Boonsri,24-Aug-06,Total hardness
685603,91.8,Boonsri,24-Aug-06,Total hardness
687200,89.6,Boonsri,24-Aug-06,Total hardness
696178,12.5,Kohsoom,26-Aug-06,Total hardness
697458,90,Chai,2-Sep-06,Total hardness
698901,96,Chai,2-Sep-06,Total hardness
700328,96,Chai,2-Sep-06,Total hardness
683985,87.3,Boonsri,7-Sep-06,Total hardness
685669,91.8,Boonsri,7-Sep-06,Total hardness
687259,94,Boonsri,7-Sep-06,Total hardness
710315,108,Sakda,7-Sep-06,Total hardness
711291,108,Sakda,7-Sep-06,Total hardness
712270,114,Sakda,7-Sep-06,Total hardness
707379,96.5,Kannika,14-Sep-06,Total hardness
708381,102,Kannika,14-Sep-06,Total hardness
709370,102,Kannika,14-Sep-06,Total hardness
684020,98.5,Boonsri,21-Sep-06,Total hardness
685712,97,Boonsri,21-Sep-06,Total hardness
687294,98.5,Boonsri,21-Sep-06,Total hardness
701440,138,Somchair,22-Sep-06,Total hardness
702388,126,Busarakhan,22-Sep-06,Total hardness
696234,136,Kohsoom,23-Sep-06,Total hardness
701491,156,Somchair,6-Oct-06,Total hardness
702439,180,Busarakhan,6-Oct-06,Total hardness
697552,168,Chai,8-Oct-06,Total hardness
699011,144,Chai,8-Oct-06,Total hardness
700423,168,Chai,8-Oct-06,Total hardness
684079,110.32,Boonsri,12-Oct-06,Total hardness
707430,117,Kannika,12-Oct-06,Total hardness
708439,157,Kannika,12-Oct-06,Total hardness
709421,140,Kannika,12-Oct-06,Total hardness
710366,145,Sakda,12-Oct-06,Total hardness
711349,123,Sakda,12-Oct-06,Total hardness
712321,145,Sakda,12-Oct-06,Total hardness
684128,105,Boonsri,26-Oct-06,Total hardness
685778,110,Boonsri,26-Oct-06,Total hardness
687353,103,Boonsri,26-Oct-06,Total hardness
696287,125,Kohsoom,28-Oct-06,Total hardness
684187,97.4,Boonsri,9-Nov-06,Total hardness
685844,101.9,Boonsri,9-Nov-06,Total hardness
687411,99.6,Boonsri,9-Nov-06,Total hardness
707482,134,Kannika,9-Nov-06,Total hardness
708498,145,Kannika,9-Nov-06,Total hardness
709473,157,Kannika,9-Nov-06,Total hardness
710418,123,Sakda,9-Nov-06,Total hardness
711408,179,Sakda,9-Nov-06,Total hardness
712373,168,Sakda,9-Nov-06,Total hardness
697630,168,Chai,15-Nov-06,Total hardness
699104,151,Chai,15-Nov-06,Total hardness
700501,145,Chai,15-Nov-06,Total hardness
701543,157,Somchair,22-Nov-06,Total hardness
702491,140,Busarakhan,22-Nov-06,Total hardness
684242,97.4,Boonsri,23-Nov-06,Total hardness
685907,99.6,Boonsri,23-Nov-06,Total hardness
687466,101.9,Boonsri,23-Nov-06,Total hardness
696340,120,Kohsoom,25-Nov-06,Total hardness
684297,91,Boonsri,7-Dec-06,Total hardness
685970,101.9,Boonsri,7-Dec-06,Total hardness
687521,99.6,Boonsri,7-Dec-06,Total hardness
707534,134,Kannika,7-Dec-06,Total hardness
708555,145,Kannika,7-Dec-06,Total hardness
709524,134,Kannika,7-Dec-06,Total hardness
710469,134,Sakda,7-Dec-06,Total hardness
711466,140,Sakda,7-Dec-06,Total hardness
712424,134,Sakda,7-Dec-06,Total hardness
697723,145,Chai,10-Dec-06,Total hardness
699212,140,Chai,10-Dec-06,Total hardness
700594,145,Chai,10-Dec-06,Total hardness
701594,145,Somchair,13-Dec-06,Total hardness
702542,201,Busarakhan,13-Dec-06,Total hardness
684332,104.1,Boonsri,21-Dec-06,Total hardness
686013,110.8,Boonsri,21-Dec-06,Total hardness
687556,117.6,Boonsri,21-Dec-06,Total hardness
696395,125,Kohsoom,23-Dec-06,Total hardness
787617,86.8,Boonsri,11-Jan-07,Total hardness
789233,104.1,Boonsri,11-Jan-07,Total hardness
790691,104.1,Boonsri,11-Jan-07,Total hardness
812928,134,Kannika,11-Jan-07,Total hardness
813992,129,Kannika,11-Jan-07,Total hardness
815150,117,Kannika,11-Jan-07,Total hardness
816215,151,Sakda,11-Jan-07,Total hardness
817281,140,Sakda,11-Jan-07,Total hardness
818442,129,Sakda,11-Jan-07,Total hardness
801293,134,Chai,18-Jan-07,Total hardness
802783,134,Chai,18-Jan-07,Total hardness
804485,134,Chai,18-Jan-07,Total hardness
805966,146,Somchair,24-Jan-07,Total hardness
807121,166,Busarakhan,24-Jan-07,Total hardness
787675,111.1,Boonsri,25-Jan-07,Total hardness
789300,113.1,Boonsri,25-Jan-07,Total hardness
790749,108.6,Boonsri,25-Jan-07,Total hardness
800205,131.8,Kohsoom,27-Jan-07,Total hardness
787735,113.1,Boonsri,8-Feb-07,Total hardness
812985,168,Kannika,8-Feb-07,Total hardness
814057,145,Kannika,8-Feb-07,Total hardness
815207,134,Kannika,8-Feb-07,Total hardness
816272,145,Sakda,15-Feb-07,Total hardness
817345,140,Sakda,15-Feb-07,Total hardness
818500,134,Sakda,15-Feb-07,Total hardness
801393,134,Chai,16-Feb-07,Total hardness
802899,134,Chai,16-Feb-07,Total hardness
804585,134,Chai,16-Feb-07,Total hardness
787797,110.8,Boonsri,22-Feb-07,Total hardness
789368,113.1,Boonsri,22-Feb-07,Total hardness
790809,113.1,Boonsri,22-Feb-07,Total hardness
806025,140,Somchair,22-Feb-07,Total hardness
807180,134,Busarakhan,22-Feb-07,Total hardness
800262,138.6,Kohsoom,24-Feb-07,Total hardness
787864,115.3,Boonsri,9-Mar-07,Total hardness
789434,110.8,Boonsri,9-Mar-07,Total hardness
790875,106.4,Boonsri,9-Mar-07,Total hardness
813046,145,Kannika,15-Mar-07,Total hardness
814126,162,Kannika,15-Mar-07,Total hardness
815268,134,Kannika,15-Mar-07,Total hardness
816332,134,Sakda,15-Mar-07,Total hardness
817413,145,Sakda,15-Mar-07,Total hardness
818560,157,Sakda,15-Mar-07,Total hardness
787930,97.4,Boonsri,22-Mar-07,Total hardness
789501,99.6,Boonsri,22-Mar-07,Total hardness
790940,91,Boonsri,22-Mar-07,Total hardness
801478,151,Chai,23-Mar-07,Total hardness
803001,140,Chai,23-Mar-07,Total hardness
804670,134,Chai,23-Mar-07,Total hardness
800323,127.6,Kohsoom,24-Mar-07,Total hardness
806095,151,Somchair,28-Mar-07,Total hardness
807250,145,Busarakhan,28-Mar-07,Total hardness
787998,97.4,Boonsri,6-Apr-07,Total hardness
789569,95.4,Boonsri,6-Apr-07,Total hardness
791007,93.2,Boonsri,6-Apr-07,Total hardness
801583,134,Chai,12-Apr-07,Total hardness
803123,134,Chai,12-Apr-07,Total hardness
804753,129,Chai,12-Apr-07,Total hardness
813105,95.3,Kannika,12-Apr-07,Total hardness
814193,140,Kannika,12-Apr-07,Total hardness
815327,106,Kannika,12-Apr-07,Total hardness
816391,123,Sakda,12-Apr-07,Total hardness
817480,112,Sakda,12-Apr-07,Total hardness
818619,123,Sakda,12-Apr-07,Total hardness
788064,62.72,Boonsri,19-Apr-07,Total hardness
806165,162,Somchair,20-Apr-07,Total hardness
807320,151,Busarakhan,20-Apr-07,Total hardness
800403,120.9,Kohsoom,21-Apr-07,Total hardness
788131,98.5,Boonsri,10-May-07,Total hardness
789635,91.8,Boonsri,10-May-07,Total hardness
791072,96.3,Boonsri,10-May-07,Total hardness
813166,129,Kannika,10-May-07,Total hardness
814260,117,Kannika,10-May-07,Total hardness
815388,123,Kannika,10-May-07,Total hardness
816452,106,Sakda,10-May-07,Total hardness
817549,100,Sakda,10-May-07,Total hardness
818680,117,Sakda,10-May-07,Total hardness
801691,145,Chai,18-May-07,Total hardness
803248,134,Chai,18-May-07,Total hardness
804861,140,Chai,18-May-07,Total hardness
788197,85.1,Boonsri,24-May-07,Total hardness
789702,98.5,Boonsri,24-May-07,Total hardness
791138,91.8,Boonsri,24-May-07,Total hardness
800448,110,Kohsoom,26-May-07,Total hardness
806235,179,Somchair,26-May-07,Total hardness
807390,179,Busarakhan,26-May-07,Total hardness
788264,89.6,Boonsri,7-Jun-07,Total hardness
789770,98.5,Boonsri,7-Jun-07,Total hardness
791205,96.3,Boonsri,7-Jun-07,Total hardness
816513,106,Sakda,7-Jun-07,Total hardness
817619,100,Sakda,7-Jun-07,Total hardness
818741,106,Sakda,7-Jun-07,Total hardness
813227,106,Kannika,9-Jun-07,Total hardness
814328,106,Kannika,9-Jun-07,Total hardness
815451,112,Kannika,9-Jun-07,Total hardness
788330,108.8,Boonsri,21-Jun-07,Total hardness
789837,96.3,Boonsri,21-Jun-07,Total hardness
791271,94,Boonsri,21-Jun-07,Total hardness
801758,117,Chai,21-Jun-07,Total hardness
803346,117,Chai,21-Jun-07,Total hardness
804933,112,Chai,21-Jun-07,Total hardness
800510,127.6,Kohsoom,23-Jun-07,Total hardness
806299,134,Somchair,23-Jun-07,Total hardness
807454,168,Busarakhan,23-Jun-07,Total hardness
788397,105,Boonsri,5-Jul-07,Total hardness
789905,276,Boonsri,5-Jul-07,Total hardness
791338,301,Boonsri,5-Jul-07,Total hardness
801840,134.6,Chai,7-Jul-07,Total hardness
803445,129,Chai,7-Jul-07,Total hardness
805014,134.6,Chai,7-Jul-07,Total hardness
813285,134.6,Kannika,7-Jul-07,Total hardness
814395,134.6,Kannika,7-Jul-07,Total hardness
815508,129,Kannika,7-Jul-07,Total hardness
816571,125.4,Sakda,7-Jul-07,Total hardness
817684,112.2,Sakda,7-Jul-07,Total hardness
818798,125.4,Sakda,7-Jul-07,Total hardness
788464,98.56,Boonsri,19-Jul-07,Total hardness
789973,96.32,Boonsri,19-Jul-07,Total hardness
791405,94.08,Boonsri,19-Jul-07,Total hardness
800572,118.7,Kohsoom,21-Jul-07,Total hardness
806363,112,Somchair,22-Jul-07,Total hardness
807519,145.9,Busarakhan,22-Jul-07,Total hardness
801936,130,Chai,4-Aug-07,Total hardness
803559,125,Chai,4-Aug-07,Total hardness
805110,130,Chai,4-Aug-07,Total hardness
813341,114.3,Kannika,11-Aug-07,Total hardness
814460,119.8,Kannika,11-Aug-07,Total hardness
815564,114.3,Kannika,11-Aug-07,Total hardness
816627,114.3,Sakda,11-Aug-07,Total hardness
817749,119.8,Sakda,11-Aug-07,Total hardness
818854,119.8,Sakda,11-Aug-07,Total hardness
788526,92.6,Boonsri,23-Aug-07,Total hardness
790036,94.2,Boonsri,23-Aug-07,Total hardness
791467,94.9,Boonsri,23-Aug-07,Total hardness
800635,125.4,Kohsoom,25-Aug-07,Total hardness
806428,98,Somchair,25-Aug-07,Total hardness
807584,103,Busarakhan,25-Aug-07,Total hardness
816682,125.3,Sakda,6-Sep-07,Total hardness
817813,114.4,Sakda,6-Sep-07,Total hardness
818909,114.4,Sakda,6-Sep-07,Total hardness
802017,119.8,Chai,12-Sep-07,Total hardness
803658,114.4,Chai,12-Sep-07,Total hardness
